iterations,time,residual,fitness,cond_num
0,0.0,1369.8518544837839,-27.49806889379656,13.399381730305295
1,0.0,1369.8518544837839,-27.49806889379656,13.399381730305295
2,0.07363390922546387,31.092701984762847,0.3531548974761446,469.3433129550279
3,0.13427186012268066,5.936429355804249,0.8764999498222248,67.55599921413378
4,0.2023022174835205,2.278673546978829,0.9525950229466633,51.55489279918256
5,0.2596931457519531,2.5816412866883613,0.9462921548733171,44.84505680204418
6,0.3217489719390869,2.568258206175826,0.9465705732652103,44.952877564652205
7,0.3799738883972168,2.5782365229987043,0.946362986759172,44.92906150472879
8,0.45188474655151367,2.597922454511964,0.9459534453692273,44.79846755694918
9,0.5262596607208252,1.8642537132631556,0.961216513608977,45.12434665365408
10,0.5883388519287109,1.6769645314457244,0.9651128327540186,45.10613383044354
11,0.6440591812133789,1.6765203116798308,0.9651220741953109,45.0904607564043
12,0.7069990634918213,1.834951964873996,0.9618261001431483,44.847033519391836
13,0.7671661376953125,1.9134558698825939,0.9601929237627651,44.83719387528632
14,0.8239121437072754,1.9192457656608812,0.9600724721619315,44.83766636299197
15,0.8790581226348877,1.9247493909648303,0.9599579760632736,44.8383399745951
16,0.9356169700622559,1.9288915519625576,0.9598718035409706,44.83577944615299
17,0.9908599853515625,1.9320231296084613,0.9598066549519408,44.831216546705946
18,1.0469310283660889,1.9344599359783177,0.9597559602176295,44.826092977292944
19,1.1022052764892578,1.936400050741774,0.9597155985361748,44.821073873521485
20,1.1579062938690186,1.9379528290467454,0.9596832949093504,44.816422677767925
21,1.2143614292144775,1.9391754664072163,0.9596578594554239,44.81223029866787
22,1.273240327835083,1.8153926944397818,0.962233006506433,45.83919704806976
23,1.3294343948364258,1.8060737477161912,0.9624268756353298,46.734761707302376
24,1.3891632556915283,1.8482900583776432,0.9615486176501804,46.91700017350921
25,1.4491922855377197,1.9018290496605499,0.9604348053374909,46.68441312280487
26,1.5072643756866455,1.9501185217185202,0.9594302027616367,46.310647087986375
27,1.564427375793457,1.9954773135331603,0.9584865693535116,45.97138047057386
28,1.6202332973480225,2.03042036560762,0.9577596224927121,45.77027787191974
29,1.6799733638763428,2.0456482016416326,0.9574428262501254,45.79170671146153
30,1.7385294437408447,2.039063795859333,0.9575798066462131,45.8335730859235
31,1.7957003116607666,2.020771870397675,0.9579603474691498,45.81483067615597
32,1.852027177810669,1.7872446221721254,0.9628185922397263,46.297876471075625
33,1.9087553024291992,1.5155713234192907,0.9684704182814415,49.679072734382466
34,1.9696903228759766,1.471681725236559,0.9693834869382006,51.33758925370328
35,2.0262224674224854,1.4701860640165834,0.9694146023149103,51.91855119699927
36,2.0824146270751953,1.4711228753790744,0.9693951131163803,52.18589820286215
37,2.137777805328369,1.4710166338851076,0.9693973233388977,52.32783312691429
