iterations,time,residual,fitness,cond_num
0,0.0,1402.4146208233783,-28.175152653938696,12.742781466671348
1,0.014831066131591797,2.936896333308207,0.9389022350588778,1460.4507971821524
2,0.02988910675048828,1.913528302511114,0.9601918865473488,214.48457078337083
3,0.04656410217285156,1.7529438014655954,0.9635326085152279,216.64519633637244
4,0.06427836418151855,1.630217264790375,0.9660857517790129,229.24767049595928
5,0.07984137535095215,1.5370176312529187,0.9680246316903974,240.8776259591057
6,0.09515643119812012,1.4723048339882923,0.9693708852953052,240.0431890041961
7,0.11066746711730957,1.419925469061169,0.9704605601639029,231.9341505680032
8,0.126298189163208,1.375244859713501,0.9713900738605185,229.07449354745955
9,0.14166736602783203,1.3347206875169888,0.9722331190573188,235.27680868164967
10,0.1578233242034912,1.2978733907542008,0.9729996723233623,249.68799749551053
11,0.17388629913330078,1.2690921558137227,0.9735984231567387,268.74494736660023
12,0.1898353099822998,1.2456185010776126,0.9740867576693023,289.1043771907219
13,0.20534634590148926,1.2235364725727669,0.9745461414656288,308.1213590565085
14,0.22196030616760254,1.204225844661466,0.974947870390007,325.6502186215189
15,0.23742461204528809,1.1895843358565252,0.9752524652281707,344.90876377513416
16,0.25289058685302734,1.1776924568184002,0.9754998581040919,366.0385769571012
17,0.2681465148925781,1.1678804524231245,0.9757039822780863,388.10308600307616
18,0.28392934799194336,1.1601938792384747,0.9758638900134436,412.74347854951543
19,0.29951930046081543,1.1539271680150303,0.9759942596301514,441.75396960660123
20,0.3147902488708496,1.148378937934703,0.9761096823141061,475.6976557237259
21,0.3305811882019043,1.1431510108232288,0.9762184415706598,514.4987569587663
22,0.3459610939025879,1.1379841758850369,0.9763259298953116,557.9058925333351
23,0.36131930351257324,1.1326506912781273,0.9764368851187338,606.1245851640359
24,0.3767051696777344,1.1269336595318904,0.9765558194705634,661.319844953552
25,0.39188623428344727,1.1207270986264481,0.976684937749269,729.3680996751764
26,0.40731120109558105,1.1143396102779934,0.976817819954627,816.7364080172272
27,0.4226341247558594,1.1085929139155073,0.9769373714347257,920.8774933623808
28,0.4378492832183838,1.103884561333675,0.9770353217151091,1036.8278065785832
29,0.45322132110595703,1.0997926702855,0.9771204474291463,1166.274245116958
30,0.46851611137390137,1.0959393157939297,0.9772006107445111,1308.7754806201133
31,0.4840261936187744,1.0921985336483022,0.9772784321594645,1461.1886022774434
32,0.49916911125183105,1.088536447572388,0.9773546164196043,1620.9176402168762
33,0.5144612789154053,1.0849460147061498,0.9774293100411702,1786.4611809434275
34,0.5295162200927734,1.0814329087573844,0.9775023949911007,1956.9602382405692
35,0.5451982021331787,1.0780107514810047,0.9775735878890224,2131.8759993969047
36,0.5606331825256348,1.074697792045605,0.977642509088095,2310.883757486629
37,0.5775890350341797,1.0715140524841396,0.9777087420596691,2493.8547582589454
38,0.5929150581359863,1.0684789025610524,0.9777718838445727,2680.838330185714
39,0.6082236766815186,1.0656091567855903,0.9778315846419218,2872.0162751105204
40,0.6233007907867432,1.062917761531195,0.9778875751216509,3067.639602150877
41,0.6386127471923828,1.0604130753750372,0.9779396813959802,3267.974981392688
42,0.6537938117980957,1.0580986840273723,0.9779878288695351,3473.2868118883193
43,0.669215202331543,1.0559736491209168,0.9780320370636527,3683.863342680586
44,0.6843822002410889,1.0540330698037719,0.9780724079332759,3900.0700492579344
45,0.6994941234588623,1.0522688339255204,0.9781091102396418,4122.393098378198
46,0.715010404586792,1.0506704469787191,0.9781423623053865,4351.430586757922
47,0.7301852703094482,1.0492258474505682,0.9781724150523644,4587.800734748439
48,0.745469331741333,1.047922142578642,0.9781995366953431,4831.956636523583
49,0.7604122161865234,1.0467462245699146,0.9782239999224828,5083.916274529827
50,0.7752740383148193,1.0456852506458831,0.9782460719087098,5342.9291271549055
51,0.7900853157043457,1.044726988513857,0.9782660071287006,5607.1095299675135
52,0.805159330368042,1.0438600411396393,0.9782840426808191,5873.079848739709
53,0.8201463222503662,1.04307397133181,0.9783003956953268,6135.69093776781
54,0.8348743915557861,1.0423593487382192,0.9783152623566895,6387.923514515787
55,0.8501565456390381,1.041707740791792,0.9783288180919374,6621.1069330434575
56,0.8649303913116455,1.0411116662495024,0.9783412185372167,6825.58555090409
57,0.8798754215240479,1.040564526302526,0.9783526009709413,6991.871145847478
58,0.894756555557251,1.040060524527329,0.9783630859790915,7112.1267914520595
59,0.9095416069030762,1.0395945836274214,0.9783727791872774,7181.602978382506
60,0.9243576526641846,1.039162264183036,0.9783817729510317,7199.544990858582
61,0.939093828201294,1.0387596885238601,0.9783901479395243,7169.236742169907
62,0.9537818431854248,1.038383471318891,0.9783979745795371,7097.191698220175
63,0.968919038772583,1.0380306574438334,0.978405314348041,6991.830880684322
64,0.9837620258331299,1.0376986670335957,0.9784122209152961,6862.106031370042
65,0.9989159107208252,1.0373852472546594,0.978418741148157,6716.415877745865
66,1.0138108730316162,1.03708843015298,0.9784249159869837,6561.954139220189
67,1.028627872467041,1.0368064958795953,0.9784307812106787,6404.454341348223
68,1.0447628498077393,1.0365379406171975,0.9784363681039271,6248.213573681812
69,1.0597279071807861,1.0362814485909773,0.9784417040394688,6096.269959564839
70,1.074537992477417,1.0360358676225383,0.9784468129866637,5950.63845369732
71,1.0906429290771484,1.0358001877623433,0.9784517159560114,5812.5465188749495
72,1.1064932346343994,1.035573522606254,0.9784564313878331,5682.640852600536
73,1.1216793060302734,1.0353550929620068,0.9784609754920662,5561.155405890305
74,1.1365504264831543,1.0351442125811967,0.9784653625450892,5448.041267344163
75,1.1514015197753906,1.0349402757124875,0.9784696051486589,5343.063545604396
76,1.1661264896392822,1.034742746263766,0.9784737144553749,5245.871675312626
77,1.1809985637664795,1.034551148386646,0.9784777003645563,5156.049266339721
78,1.1957015991210938,1.0343650583175337,0.9784815716919748,5073.148682094025
79,1.2102077007293701,1.03418409732685,0.9784853363165368,4996.714467559463
80,1.224822759628296,1.0340079256428722,0.978489001306688,4926.2987739951
81,1.2390880584716797,1.0338362372298076,0.9784925730290487,4861.47112143416
82,1.2535350322723389,1.0336687553116353,0.9784960572415325,4801.824208973409
83,1.268141746520996,1.033505228544186,0.9784994591729818,4746.977005449334
84,1.2827749252319336,1.0333454277481837,0.9785027835911305,4696.575999529493
85,1.2972218990325928,1.0331891431254594,0.9785060348605181,4650.295230928835
86,1.3114900588989258,1.0330361818894707,0.9785092169917822,4607.835538487383
87,1.3259210586547852,1.032886366249483,0.9785123336835948,4568.92332816349
88,1.3403360843658447,1.0327395316953625,0.9785153883583448,4533.30906943006
89,1.3546898365020752,1.0325955255368886,0.9785183841925256,4500.765661759544
90,1.369060754776001,1.0324542056577333,0.9785213241426559,4471.0867658553025
91,1.3832368850708008,1.0323154394499512,0.9785242109674473,4444.085161334093
92,1.3977510929107666,1.0321791028997722,0.978527047246822,4419.591169663909
93,1.412264108657837,1.032045079799968,0.9785298353982987,4397.451165271068
94,1.4267909526824951,1.0319132610679032,0.9785325776911795,4377.526187020068
95,1.4410672187805176,1.0317835441517402,0.9785352762589031,4359.690654850935
96,1.455841302871704,1.0316558325101723,0.978537933109868,4343.83119163752
97,1.4701142311096191,1.031530035153507,0.9785405501369794,4329.845547173825
98,1.4844253063201904,1.0314060662360596,0.9785431291261294,4317.641619370974
99,1.4991304874420166,1.0312838446915429,0.9785456717637816,4307.136566621054
100,1.513427495956421,1.0311632939046695,0.9785481796438031,4298.256004839863
101,1.5278265476226807,1.0310443414133743,0.9785506542736598,4290.933282530028
102,1.5424022674560547,1.0309269186371512,0.9785530970800671,4285.108827370824
103,1.55696439743042,1.0308109606277762,0.9785555094141762,4280.7295580900745
104,1.571596384048462,1.030696405839435,0.9785578925563565,4277.748355731497
105,1.5859272480010986,1.0305831959158152,0.9785602477206242,4276.123588890933
106,1.6003541946411133,1.030471275492185,0.9785625760587605,4275.818687868191
107,1.615152359008789,1.0303605920108532,0.9785648786641499,4276.801763159453
108,1.6298491954803467,1.0302510955486983,0.9785671565753689,4279.045264119256
109,1.644151210784912,1.0301427386556938,0.9785694107795447,4282.525674006368
110,1.6588242053985596,1.0300354762035508,0.9785716422155044,4287.223238014924
111,1.6735122203826904,1.029929265243746,0.9785738517767282,4293.121721237892
112,1.6878235340118408,1.0298240648743038,0.9785760403141209,4300.208193799035
113,1.7021706104278564,1.029719836114835,0.9785782086386116,4308.472840737452
114,1.716484546661377,1.0296165417893552,0.9785803575235914,4317.908794415251
115,1.7309885025024414,1.0295141464165043,0.9785824877071974,4328.511987512405
116,1.745309829711914,1.029412616106822,0.9785845998944492,4340.281024881894
117,1.7596299648284912,1.0293119184667363,0.9785866947592472,4353.217072708554
118,1.7746915817260742,1.0292120225090189,0.9785887729462346,4367.32376359951
119,1.7894575595855713,1.0291128985693985,0.9785908350725325,4382.60711642912
120,1.8041634559631348,1.029014518229115,0.9785928817293509,4399.075469817597
121,1.8190722465515137,1.028916854243154,0.9785949134834818,4416.739428349656
122,1.8343122005462646,1.0288198804739614,0.9785969308786784,4435.611820675189
123,1.849013090133667,1.0287235718304089,0.9785989344369241,4455.707668778499
124,1.863802194595337,1.0286279042118067,0.9786009246595982,4477.044167786141
125,1.8788363933563232,1.0285328544567893,0.9786029020285383,4499.640675742863
126,1.8939573764801025,1.0284384002968525,0.9786048670070076,4523.518712881508
127,1.908839464187622,1.0283445203143982,0.9786068200405674,4548.701970009922
128,1.9237613677978516,1.0282511939050942,0.9786087615578603,4575.216325565422
129,1.938716173171997,1.028158401244384,0.9786106919713067,4603.089871142208
130,1.9534962177276611,1.028066123258013,0.978612611677718,4632.352945147571
131,1.9684391021728516,1.0279743415963956,0.9786145210588302,4663.038174376377
132,1.983281135559082,1.0278830386126987,0.9786164204817595,4695.180523355942
