iterations,time,residual,fitness,Cond_num,dt_step
0,0.0,2738.298804708649,0.6350393582115799,0,True
1,0.12646794319152832,691.4308303248016,0.907846054216684,0,True
2,0.16533303260803223,559.5702069229906,0.9254204466316369,0,True
3,0.20644402503967285,526.1103781417421,0.929879974775584,0,True
4,0.24663996696472168,500.4107733118094,0.9333052197694147,0,True
5,0.28873491287231445,479.8673123892894,0.9360432535697969,0,True
6,0.33341169357299805,462.5308806616706,0.9383538543116711,0,True
7,0.37801170349121094,446.68237300213974,0.9404661444375203,0,True
8,0.42341089248657227,432.1488097624325,0.9424031786860528,0,True
9,0.4684591293334961,419.53989612078976,0.9440836955116804,0,True
10,0.5102038383483887,409.1340762387293,0.9454705838585478,0,True
11,0.5540077686309814,401.0504215506644,0.9465479738781757,0,True
12,0.595036506652832,394.36981045031627,0.9474383661576923,0,True
13,0.6372365951538086,388.0105579284468,0.9482859277450856,0,True
14,0.6790657043457031,381.4740715380677,0.9491571110739363,0,True
15,0.7208738327026367,374.4435723318295,0.9500941364628345,0,True
16,0.7627260684967041,366.64245100942395,0.9511338704172148,0,True
17,0.8056771755218506,357.92840709655013,0.9522952787534951,0,True
18,0.8494040966033936,348.5775767968657,0.9535415580205929,0,True
19,0.8924753665924072,339.4172312877141,0.9547624494624892,0,True
20,0.93369460105896,331.0755520968458,0.9558742290045383,0,True
21,0.9765157699584961,323.57527309348876,0.956873866675179,0,True
22,1.0192909240722656,316.8106143721602,0.9577754608270556,0,True
23,1.0613856315612793,310.571905396945,0.9586069563627548,0,True
24,1.1043014526367188,304.64762210176775,0.9593965452234834,0,True
25,1.1468524932861328,298.9204314650749,0.9601598655619423,0,True
26,1.1889445781707764,293.32606033520995,0.9609054837079414,0,True
27,1.230614423751831,287.8184811548931,0.9616395342172913,0,True
28,1.2702906131744385,282.3611412756204,0.9623668888293491,0,True
29,1.3120057582855225,276.92632570259343,0.9630912414004136,0,True
30,1.3537054061889648,271.4946431891168,0.9638151763970986,0,True
31,1.396310567855835,266.04973119525056,0.9645408746197855,0,True
32,1.4390323162078857,260.5637070975454,0.9652720522663311,0,True
33,1.4808783531188965,254.97364348645792,0.9660170963059488,0,True
34,1.5215883255004883,249.1598432029234,0.9667919599837402,0,True
35,1.5627822875976562,242.95197177884725,0.9676193454886293,0,True
36,1.6052491664886475,236.21053137879164,0.9685178451011449,0,True
37,1.648205041885376,229.0253487446229,0.9694754867073216,0,True
38,1.688913106918335,221.86752920407534,0.970429481358611,0,True
39,1.73085618019104,215.231380712309,0.9713139476587801,0,True
40,1.772442102432251,209.112412950152,0.9721294840778588,0,True
41,1.813781976699829,203.30203990218658,0.972903890973472,0,True
42,1.8539760112762451,197.80943946297506,0.9736359451152388,0,True
43,1.894921064376831,192.79570217071085,0.9743041763458103,0,True
44,1.9368069171905518,188.39007553737235,0.9748913585484313,0,True
45,1.9785020351409912,184.6114737143584,0.9753949708437801,0,True
46,2.0203518867492676,181.38445246001467,0.9758250684452636,0,True
47,2.063581705093384,178.58789681983095,0.9761977935618519,0,True
48,2.1070406436920166,176.09428778247238,0.9765301419356227,0,True
49,2.1491386890411377,173.78861751803817,0.9768374418175836,0,True
50,2.1907565593719482,171.5720875146534,0.9771328610797866,0,True
51,2.2329654693603516,169.3578072528669,0.977427980496284,0,True
52,2.2747926712036133,167.06278387748262,0.9777338613601837,0,True
53,2.316030740737915,164.59743152065948,0.9780624436817453,0,True
54,2.3567235469818115,161.85161876728125,0.9784284057830984,0,True
55,2.3970816135406494,158.67469268909633,0.9788518266962636,0,True
56,2.438511610031128,154.84680546898554,0.9793620077525248,0,True
57,2.4782216548919678,150.04733533574128,0.9800016814422847,0,True
58,2.5191996097564697,143.87535702500966,0.9808242831107059,0,True
59,2.560819625854492,136.1506326265002,0.9818538348781284,0,True
60,2.6008098125457764,127.84122916303842,0.9829613127091412,0,True
61,2.640900135040283,121.29479924135524,0.9838338213124873,0,True
62,2.683960199356079,117.33646816232974,0.9843613879347011,0,True
63,2.7260310649871826,114.7396011524025,0.984707498537734,0,True
64,2.7678911685943604,112.64677142175712,0.9849864310195862,0,True
