iterations,time,residual,fitness,cond_num
0,0.0,9875.64115551253,-1186.383481512853,0
1,0.02509903907775879,2.4216629443013677,0.7088348460038802,0
2,0.09773802757263184,1.460336458209756,0.8244185505908798,0
3,0.11739087104797363,1.2140014166921742,0.8540362892885329,0
4,0.14863204956054688,1.0883358879068357,0.8691455030322905,0
5,0.1674489974975586,1.0057473587074708,0.8790754158136019,0
6,0.19792723655700684,0.9454146050674143,0.8863294374956675,0
7,0.21410512924194336,0.8987649266548683,0.8919382943478654,0
8,0.24740886688232422,0.8612780715195223,0.8964454723488329,0
9,0.2637357711791992,0.8302768563954519,0.9001728587701794,0
10,0.298095703125,0.8040765306463473,0.903323017176591,0
11,0.31566381454467773,0.7815501297113591,0.906031446527855,0
12,0.34742259979248047,0.7619014974612542,0.9083938715087456,0
13,0.36417269706726074,0.7445474783606051,0.9104804069846187,0
14,0.39615702629089355,0.729050672447006,0.9123436431095713,0
15,0.41194772720336914,0.7150782878969602,0.9140235926288801,0
16,0.4374096393585205,0.7023756340835199,0.915550877903015,0
17,0.4573378562927246,0.69074703921418,0.9169490252479449,0
18,0.4728987216949463,0.6800406282018645,0.918236295145881,0
19,0.5047366619110107,0.6701360578803758,0.9194271568839721,0
20,0.5204675197601318,0.660935244624635,0.920533403405521,0
21,0.5516335964202881,0.6523559613432509,0.9215649211663551,0
22,0.5673363208770752,0.6443277806981711,0.9225301778959648,0
23,0.5988214015960693,0.6367896427120006,0.9234365150527323,0
24,0.6164383888244629,0.6296883809976631,0.9242903250205841,0
25,0.6467843055725098,0.6229777328159473,0.9250971701332952,0
26,0.6650793552398682,0.6166175592735061,0.9258618764328588,0
27,0.6973326206207275,0.6105731490807101,0.9265886173811574,0
28,0.7149245738983154,0.6048145631442213,0.9272809926619301,0
29,0.745455265045166,0.5993160147695951,0.9279421027012197,0
30,0.761005163192749,0.5940552919679656,0.9285746181254952,0
31,0.7924070358276367,0.5890132289913336,0.9291808433008459,0
32,0.808042049407959,0.5841732315926779,0.9297627734126465,0
33,0.8231360912322998,0.5795208577627399,0.9303221448750661,0
34,0.8532872200012207,0.575043453602669,0.9308604791113965,0
35,0.8695452213287354,0.5707298424510788,0.9313791199314113,0
36,0.8957371711730957,0.5665700641616891,0.9318792648789441,0
37,0.912076473236084,0.5625551604044712,0.9323619910458952,0
38,0.9322013854980469,0.5586770010468254,0.9328282759470403,0
39,0.955174446105957,0.5549281461290925,0.9332790141152068,0
40,0.9726283550262451,0.5513017377391691,0.9337150301015724,0
41,1.0044150352478027,0.5477914162247165,0.9341370885497708,0
42,1.0192770957946777,0.5443912556134264,0.934545901960542,0
